RecordId,RecordType,Type,SubType,Category,Task,TaskStatus,SLADesc,DUE,FIrstPlanReviewedDate
16-06965,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Plan Review Waiver,Residential - 10 Days,07/04/2016,06/20/2016
16-06965,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Residential - 10 Days,07/04/2016,06/22/2016
16-06973,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/04/2016,07/06/2016
16-06973,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/04/2016,06/27/2016
16-06977,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Residential - 10 Days,07/04/2016,06/21/2016
16-06977,Res: New SFD,Residential,New Building,SFD,Zoning Review,Approved with Conditions,Residential - 10 Days,07/04/2016,06/23/2016
16-06980,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/22/2016,06/21/2016
16-06984,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,07/04/2016,07/07/2016
16-06984,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Residential - 10 Days,07/04/2016,06/24/2016
16-06985,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved,Residential - 10 Days,07/04/2016,07/07/2016
16-06985,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Residential - 10 Days,07/04/2016,06/24/2016
16-06987,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,07/04/2016,07/08/2016
16-06987,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,07/04/2016,06/24/2016
16-07010,Res:Addition,Residential,Existing Building,Addition,Building Review,Plan Review Waiver,Residential - 10 Days,07/05/2016,06/22/2016
16-07010,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,07/05/2016,06/28/2016
16-07016,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,07/05/2016,07/11/2016
16-07016,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,07/05/2016,06/24/2016
16-07018,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,07/05/2016,06/28/2016
16-07018,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,07/05/2016,06/29/2016
16-07018,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Small Comm - 10 Days,07/05/2016,07/06/2016
16-07018,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved,Small Comm - 10 Days,07/05/2016,06/24/2016
16-07024,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Res. Waiver - 2 Days,06/23/2016,06/28/2016
16-07024,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/23/2016,06/22/2016
16-07029,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - Fees Due,Res. Waiver - 2 Days,06/23/2016,06/28/2016
16-07029,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/23/2016,06/23/2016
16-07041,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/24/2016,06/22/2016
16-07047,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/06/2016,07/27/2016
16-07047,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/06/2016,06/23/2016
16-07050,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,07/21/2016,08/02/2016
16-07050,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,07/21/2016,07/07/2016
16-07050,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Std Level I Comm  - 21 Days,07/21/2016,06/23/2016
16-07057,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,07/06/2016,06/28/2016
16-07057,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/06/2016,07/07/2016
16-07057,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/06/2016,07/25/2016
16-07058,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,07/06/2016,06/28/2016
16-07058,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/06/2016,07/07/2016
16-07058,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/06/2016,07/05/2016
16-07069,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved,Residential - 10 Days,07/06/2016,07/11/2016
16-07069,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,07/06/2016,06/27/2016
16-07082,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,07/07/2016,07/11/2016
16-07082,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,07/07/2016,06/27/2016
16-07085,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/07/2016,07/07/2016
16-07085,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,07/07/2016,06/23/2016
16-07085,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Small Comm - 10 Days,07/07/2016,06/28/2016
16-07095,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/27/2016,06/23/2016
16-07107,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Res. Waiver - 2 Days,06/27/2016,06/28/2016
16-07107,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/27/2016,06/23/2016
16-07112,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,07/07/2016,07/07/2016
16-07112,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/07/2016,06/27/2016
16-07115,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/07/2016,07/08/2016
16-07115,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/07/2016,06/24/2016
16-07126,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,07/08/2016,07/11/2016
16-07127,Com: Bldg,Commercial,New Building,Single Tenant,Addressing,Approved - No Fees,Std Level II or III Comm - 45 Days,08/26/2016,06/27/2016
16-07127,Com: Bldg,Commercial,New Building,Single Tenant,Building Review,Approved,Std Level II or III Comm - 45 Days,08/26/2016,11/14/2016
16-07127,Com: Bldg,Commercial,New Building,Single Tenant,Fire Review,Approved,Std Level II or III Comm - 45 Days,08/26/2016,07/06/2016
16-07139,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Residential - 10 Days,07/08/2016,06/28/2016
16-07139,Res: New SFD,Residential,New Building,SFD,Building Review,Hold for Revision,Residential - 10 Days,07/08/2016,07/11/2016
16-07146,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,07/08/2016,07/12/2016
16-07146,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Residential - 10 Days,07/08/2016,06/27/2016
16-07158,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,07/08/2016,07/11/2016
16-07158,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,07/08/2016,06/27/2016
16-07166,Cell Tower,Commercial,Accessory Structure,Telecom Tower,Building Review,Approved,Small Comm - 10 Days,07/11/2016,07/08/2016
16-07176,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Small Comm - 10 Days,07/11/2016,06/28/2016
16-07184,Res: Solar,Residential,Accessory Structure,Solar Array,Building Review,Approved,Residential - 10 Days,07/11/2016,07/11/2016
16-07193,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/29/2016,06/27/2016
16-07193,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Res. Waiver - 2 Days,06/29/2016,06/29/2016
16-07201,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/11/2016,06/29/2016
16-07201,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/11/2016,06/30/2016
16-07202,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/29/2016,06/28/2016
16-07207,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,07/11/2016,07/11/2016
16-07213,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,07/12/2016,06/28/2016
16-07213,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/12/2016,07/12/2016
16-07213,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/12/2016,07/07/2016
16-07217,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Res. Waiver - 2 Days,06/30/2016,06/28/2016
16-07217,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/30/2016,06/28/2016
16-07221,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved with Conditions,Residential - 10 Days,07/12/2016,07/12/2016
16-07221,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Residential - 10 Days,07/12/2016,06/29/2016
16-07234,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Hold for Revision,Residential - 10 Days,07/12/2016,07/12/2016
16-07234,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,07/12/2016,07/05/2016
16-07243,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/12/2016,07/08/2016
16-07243,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/12/2016,06/30/2016
16-07246,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,07/12/2016,07/12/2016
16-07248,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,07/12/2016,07/12/2016
16-07248,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,07/12/2016,07/01/2016
16-07251,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,07/12/2016,07/11/2016
16-07251,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/12/2016,07/26/2016
16-07251,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Small Comm - 10 Days,07/12/2016,07/01/2016
16-07253,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/30/2016,06/29/2016
16-07253,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Res. Waiver - 2 Days,06/30/2016,06/30/2016
16-07254,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,06/30/2016,06/29/2016
16-07277,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Approved,Small Comm - 10 Days,07/13/2016,06/29/2016
16-07277,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Fire Review,Approved,Small Comm - 10 Days,07/13/2016,06/30/2016
16-07277,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Zoning Review,Approved,Small Comm - 10 Days,07/13/2016,07/05/2016
16-07279,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Building Review,Approved,Residential - 10 Days,07/13/2016,07/12/2016
16-07279,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Zoning Review,Approved with Conditions,Residential - 10 Days,07/13/2016,07/05/2016
16-07285,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Quick Touch - 3 Days,07/04/2016,07/08/2016
16-07285,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Quick Touch - 3 Days,07/04/2016,06/30/2016
16-07289,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,07/13/2016,07/12/2016
16-07304,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/13/2016,07/14/2016
16-07304,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/13/2016,07/21/2016
16-07304,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Small Comm - 10 Days,07/13/2016,07/11/2016
16-07309,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,07/28/2016,07/05/2016
16-07309,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Std Level I Comm  - 21 Days,07/28/2016,07/08/2016
16-07310,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Approved with Conditions,Small Comm - 10 Days,07/13/2016,07/12/2016
16-07310,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Fire Review,Approved,Small Comm - 10 Days,07/13/2016,06/30/2016
16-07317,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,07/01/2016,06/30/2016
16-07337,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,07/14/2016,10/19/2016
16-07337,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/14/2016,07/14/2016
16-07337,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/14/2016,06/30/2016
16-07351,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Building Review,Approved with Conditions,Residential - 10 Days,07/14/2016,07/14/2016
16-07355,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Hold for Revision,Large Comm - 90 Days,11/03/2016,08/15/2016
16-07355,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Large Comm - 90 Days,11/03/2016,07/11/2016
16-07372,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/14/2016,07/18/2016
16-07372,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/14/2016,07/07/2016
16-07381,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,07/15/2016,07/01/2016
16-07381,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/15/2016,07/05/2016
16-07393,Colocation,Commercial,Accessory Structure,Telecom Colocation,Building Review,Approved,Small Comm - 10 Days,07/15/2016,07/08/2016
16-07406,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Residential - 10 Days,07/15/2016,07/11/2016
16-07406,Res: New SFD,Residential,New Building,SFD,Building Review,Approved,Residential - 10 Days,07/15/2016,07/15/2016
16-07408,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved,Residential - 10 Days,07/15/2016,07/15/2016
16-07408,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,07/15/2016,07/05/2016
16-07435,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/19/2016,07/08/2016
16-07435,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/19/2016,07/12/2016
16-07440,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Residential - 10 Days,07/19/2016,07/11/2016
16-07440,Res: New SFD,Residential,New Building,SFD,Building Review,Hold for Revision,Residential - 10 Days,07/19/2016,07/15/2016
16-07444,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/19/2016,07/18/2016
16-07444,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,07/19/2016,07/06/2016
16-07445,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Residential - 10 Days,07/19/2016,07/08/2016
16-07449,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Hold for Revision,Residential - 10 Days,07/19/2016,07/22/2016
16-07449,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Residential - 10 Days,07/19/2016,07/06/2016
16-07453,Res: Deck,Residential,Accessory Structure,Deck,Addressing,Approved - No Fees,Residential - 10 Days,07/19/2016,07/19/2016
16-07453,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved,Residential - 10 Days,07/19/2016,07/21/2016
16-07453,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Residential - 10 Days,07/19/2016,07/11/2016
16-07459,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Residential - 10 Days,07/20/2016,07/06/2016
16-07470,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Addressing,Approved - No Fees,Small Comm - 10 Days,07/20/2016,07/19/2016
16-07471,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Addressing,Approved - No Fees,Small Comm - 10 Days,07/20/2016,07/19/2016
16-07472,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Addressing,Approved - No Fees,Small Comm - 10 Days,07/20/2016,07/19/2016
16-07473,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Addressing,Approved - No Fees,Small Comm - 10 Days,07/20/2016,07/19/2016
16-07475,Com: Multi-Family,Commercial,New Building,Multi-Family,Addressing,Hold for Revision,Std Level II or III Comm - 45 Days,09/07/2016,09/27/2016
16-07475,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Hold for Revision,Std Level II or III Comm - 45 Days,09/07/2016,08/22/2016
16-07475,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Hold for Revision,Std Level II or III Comm - 45 Days,09/07/2016,09/28/2016
16-07488,Res:Addition,Residential,Existing Building,Addition,Addressing,Approved - No Fees,Residential - 10 Days,07/20/2016,07/14/2016
16-07488,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,07/20/2016,07/21/2016
16-07488,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,07/20/2016,07/11/2016
16-07491,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Residential - 10 Days,07/20/2016,07/07/2016
16-07499,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - Fees Due,Res. Waiver - 2 Days,07/08/2016,07/13/2016
16-07499,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Hold for Revision,Res. Waiver - 2 Days,07/08/2016,07/08/2016
16-07499,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Hold for Revision,Res. Waiver - 2 Days,07/08/2016,07/08/2016
16-07506,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,07/08/2016,07/08/2016
16-07518,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,07/21/2016,07/21/2016
16-07518,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,07/21/2016,07/12/2016
16-07528,Com: Alter & Add,Commercial,Existing Building,Alterations w Addition,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,08/05/2016,08/03/2016
16-07528,Com: Alter & Add,Commercial,Existing Building,Alterations w Addition,Fire Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,07/11/2016
16-07531,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,07/21/2016,07/25/2016
16-07537,Com: Multi-Family,Commercial,New Building,Multi-Family,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,08/05/2016,07/08/2016
16-07537,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/02/2016
16-07537,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/01/2016
16-07538,Com: Multi-Family,Commercial,New Building,Multi-Family,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,08/05/2016,07/08/2016
16-07538,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/02/2016
16-07538,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/01/2016
16-07544,Com: Multi-Family,Commercial,New Building,Multi-Family,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,08/05/2016,07/08/2016
16-07544,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/02/2016
16-07544,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/01/2016
16-07550,Com: Multi-Family,Commercial,New Building,Multi-Family,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,08/05/2016,07/08/2016
16-07550,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/02/2016
16-07550,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level I Comm  - 21 Days,08/05/2016,08/01/2016
16-07554,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved with Conditions,Residential - 10 Days,07/21/2016,07/21/2016
16-07554,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Hold for Revision,Residential - 10 Days,07/21/2016,07/18/2016
16-07557,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,07/21/2016,07/18/2016
16-07557,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/21/2016,07/13/2016
16-07560,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,07/21/2016,07/22/2016
16-07569,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Building Review,Approved,Small Comm - 10 Days,07/22/2016,07/22/2016
16-07569,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Fire Review,Approved,Small Comm - 10 Days,07/22/2016,07/12/2016
16-07571,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,07/22/2016,07/18/2016
16-07571,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/22/2016,07/11/2016
16-07579,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,07/12/2016,07/11/2016
16-07585,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,07/22/2016,07/22/2016
16-07585,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,07/22/2016,07/13/2016
16-07589,Com: Reroof,Commercial,Existing Building,Reroof,Building Review,Approved,Quick Touch - 3 Days,07/13/2016,07/08/2016
16-07598,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,07/12/2016,07/11/2016
16-07600,Com: Shell,Commercial,New Building,Shell Only,Building Review,Hold for Revision,Large Comm - 90 Days,11/11/2016,10/14/2016
16-07600,Com: Shell,Commercial,New Building,Shell Only,Fire Review,Hold for Revision,Large Comm - 90 Days,11/11/2016,09/22/2016
16-07617,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,08/09/2016,08/04/2016
16-07617,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Fire Review,Approved,Std Level I Comm  - 21 Days,08/09/2016,07/21/2016
16-07620,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/02/2016
16-07620,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/01/2016
16-07626,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/02/2016
16-07626,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/01/2016
16-07628,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/02/2016
16-07628,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/01/2016
16-07632,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/02/2016
16-07632,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level II or III Comm - 45 Days,09/12/2016,08/01/2016
16-07635,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Residential - 10 Days,07/25/2016,07/25/2016
16-07635,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Residential - 10 Days,07/25/2016,07/12/2016
16-07638,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,07/25/2016,07/21/2016
16-07646,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Hold for Revision,Std Level II or III Comm - 45 Days,09/12/2016,08/24/2016
16-07646,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Hold for Revision,Std Level II or III Comm - 45 Days,09/12/2016,07/22/2016
16-07648,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,08/09/2016,07/19/2016
16-07648,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Std Level I Comm  - 21 Days,08/09/2016,07/26/2016
16-07648,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Std Level I Comm  - 21 Days,08/09/2016,07/14/2016
16-07652,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,07/25/2016,07/22/2016
16-07654,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,07/25/2016,07/22/2016
16-07654,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,07/25/2016,07/20/2016
