SERV_PROV_CODE,B1_PER_ID1,B1_PER_ID2,B1_PER_ID3,B1_WORK_DESC,REC_DATE,REC_FUL_NAM,REC_STATUS
ASHEVILLE,16CAP,00000,0035S,"KITCHEN REMODEL CONSISTING OF REMOVAL OF CABINET, COUNTERTOP & FLOORING REPLACEMENT AND ADDITIONAL LIGHTING INSTALLED FOR KARDOS RESIDENCE, REC AMENDMENT, INSTALLING EXTERIOR VENTED RANGE HOOD TO EXISTING KITCHEN REMODEL PROJECT",2016-04-01 10:11:24.407,MLIPE,A
ASHEVILLE,16CAP,00000,0035T,"KITCHEN REMODEL CONSISTING OF REMOVAL OF CABINET, COUNTERTOP & FLOORING REPLACEMENT AND ADDITIONAL LIGHTING INSTALLED FOR KARDOS RESIDENCE",2016-04-01 10:15:22.767,MLIPE,A
ASHEVILLE,16CAP,00000,0035U,"CUT DOOR OPENINGS IN EXISTING ELEVATOR SHAFT TO PREPARE FOR FUTURE ELEVATOR INSTALLATION AT DIANE WORTHAM THEATRE/ASHEVILLE ART MUSEUM; REC AMENDMENT, INSTALL ELEVATOR AND PROVIDE AN 1 HOUR RATED EXIT PASSAGE FOR THEATER INGRESS/EGRESS",2016-04-01 10:27:08.777,ATESNER,A
ASHEVILLE,16CAP,00000,0035V,STORMWATER REMEDIATION,2016-04-01 10:36:50.940,GMISER,A
ASHEVILLE,16CAP,00000,0035W,Disconnect garage feed from house. Build new service for garage. Garage interior main breaker panel is existing.,2016-04-01 10:45:03.783,RROE,A
ASHEVILLE,16CAP,00000,0035X,"REMOVAL OF WALL. TO BE REPLACED BY STRUCTURAL BEAM AND POSTS AND DESCRIBED IN ENGINEERING REPORT. REC AMENDMENT TO ADD ELECTRICAL TO BRING PANEL UP TO CODE, UPDATE RECEPTACLES TO 3 PRONG OUTLETS (GROUND). ALSO ADDING MECHANICAL TO REMOVE OLD UNIT AND DUCTS. REPLACE WITH NEW HVAC UNIT IN ATTIC",2016-04-01 10:58:45.667,ATESNER,A
ASHEVILLE,16CAP,00000,0035Y,"REMOVAL OF WALL. TO BE REPLACED BY STRUCTURAL BEAM AND POSTS AND DESCRIBED IN ENGINEERING REPORT.  REC AMENDMENT TO ADD ELECTRICAL TO BRING PANEL UP TO CODE, UPDATE RECEPTACLES TO 3 PRONG OUTLETS (GROUND). ALSO ADDING MECHANICAL TO REMOVE OLD UNIT AND DUCTS. REPLACE WITH NEW HVAC UNIT IN ATTIC",2016-04-01 10:58:45.917,ATESNER,A
ASHEVILLE,16CAP,00000,0035Z,Tree removal in the steep slope zone b,2016-04-01 11:10:04.680,HGILLIS,A
ASHEVILLE,16CAP,00000,00360,ADD WORK RELAYS FOR DAMPERS IN THE TOP OF THE STAIRWELLS FOR FIRE ALARM,2016-04-01 11:45:39.117,GMISER,A
ASHEVILLE,16CAP,00000,00361,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 12:51:49.257,MLIPE,A
ASHEVILLE,16CAP,00000,00362,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 12:56:00.017,MLIPE,A
ASHEVILLE,16CAP,00000,00363,JOURNEYMAN TEST ON APRIL 19TH,2016-04-01 12:57:54.307,MLIPE,A
ASHEVILLE,16CAP,00000,00364,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 12:59:28.363,MLIPE,A
ASHEVILLE,16CAP,00000,00365,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:00:36.793,MLIPE,A
ASHEVILLE,16CAP,00000,00366,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:02:00.283,MLIPE,A
ASHEVILLE,16CAP,00000,00367,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:03:07.160,MLIPE,A
ASHEVILLE,16CAP,00000,00368,JOURNEYMAN TEST ON SPRIL 19TH,2016-04-01 13:04:08.347,MLIPE,A
ASHEVILLE,16CAP,00000,00369,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:05:16.313,MLIPE,A
ASHEVILLE,16CAP,00000,0036A,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:06:23.817,MLIPE,A
ASHEVILLE,16CAP,00000,0036B,JOURNEYMAN TEST ON APRIL 19TH,2016-04-01 13:07:41.790,MLIPE,A
ASHEVILLE,16CAP,00000,0036C,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:08:58.360,MLIPE,A
ASHEVILLE,16CAP,00000,0036D,JOURNEYMAN TEST ON APRIL 19TH,2016-04-01 13:10:03.080,MLIPE,A
ASHEVILLE,16CAP,00000,0036E,JOURNEYMAN TEST ON APRIL 19TH,2016-04-01 13:11:41.343,MLIPE,A
ASHEVILLE,16CAP,00000,0036F,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:12:46.383,MLIPE,A
ASHEVILLE,16CAP,00000,0036G,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 13:13:47.497,MLIPE,A
ASHEVILLE,16CAP,00000,0036H,EXTENDING AND ENCLOSE EXISTING DECK FOR TRUST RESIDENCE,2016-04-01 13:21:30.380,MLIPE,A
ASHEVILLE,16CAP,00000,0036I,Permit 16-02823 requires a Fire Construction Permit for a Hood Suppression Permit,2016-04-01 13:21:54.547,ADMIN,A
ASHEVILLE,16CAP,00000,0036J,BALLASTED SOLAR ARRAY ON THE ROOF - USING A LOAD SIDE TAP TO ATTACH TO THE GRID,2016-04-01 13:55:06.623,GMISER,A
ASHEVILLE,16CAP,00000,0036K,"GRAND OPENING OF NEW BUSINESS ZANIAC A S.T.E.M EDUCTIONAL CENTER ON TUESDAY APRIL 19, 2016 FROM 2PM TO 7PM; ON 10X10 UMMBRELLA AWNING ON SIDEWALK OUTSIDE OF CAMPUS",2016-04-01 14:03:14.477,MLIPE,A
ASHEVILLE,16CAP,00000,0036L,BALLASTED SOLAR ARRAY ON THE ROOF - USING A LOAD SIDE TAP TO ATTACH TO THE GRID,2016-04-01 14:24:03.000,GMISER,A
ASHEVILLE,16CAP,00000,0036M,BALLASTED SOLAR ARRAY ON THE ROOF - USING A LOAD SIDE TAP TO ATTACH TO THE GRID,2016-04-01 14:24:52.690,GMISER,A
ASHEVILLE,16CAP,00000,0036N,JOURNEYMAN TEST ON APRIL 19TH,2016-04-01 14:40:40.370,MLIPE,A
ASHEVILLE,16CAP,00000,0036O,NEW SITE BUILT SINGLE FAMILY HOME FOR WHITLEY RESIDENCE,2016-04-01 15:15:09.707,MLIPE,A
ASHEVILLE,16CAP,00000,0036P,Permit 16-02085 requires a Fire Construction Permit for Fire Alarm & Detection,2016-04-01 15:18:33.667,ADMIN,A
ASHEVILLE,16CAP,00000,0036Q,Permit 16-02085 requires a Fire Construction Permit for Sprinkler a System,2016-04-01 15:18:34.377,ADMIN,A
ASHEVILLE,16CAP,00000,0036R,NEW SITE BUILT SINGLE FAMILY HOME FOR WHITLEY RESIDENCE,2016-04-01 15:25:23.960,MLIPE,A
ASHEVILLE,16CAP,00000,0036S,NEW SITE BUILT SINGLE FAMILY HOME FOR WHITLEY RESIDENCE,2016-04-01 15:25:25.963,MLIPE,A
ASHEVILLE,16CAP,00000,0036T,NEW SITE BUILT SINGLE FAMILY HOME FOR WHITLEY RESIDENCE,2016-04-01 15:25:28.347,MLIPE,A
ASHEVILLE,16CAP,00000,0036U,NEW SITE BUILT SINGLE FAMILY HOME FOR WHITLEY RESIDENCE,2016-04-01 15:25:30.857,MLIPE,A
ASHEVILLE,16CAP,00000,0036V,"REMOVE & REPLACE ROTTEN 8' BEAM IN BASEMENT, INSTALL NEW 24X24 FOOTINGS TEMP SUPPORT WHILE BEAM REPLACEMENT FOR WILLIAMS RESIDENCE",2016-04-01 15:54:02.403,MLIPE,A
ASHEVILLE,16CAP,00000,0036W,INSTALLING TENANT ID PANEL AND BUILDING SIGN,2016-04-01 15:58:24.703,GMISER,A
ASHEVILLE,16CAP,00000,0036X,JOURNEYMAN TEST FOR APRIL 19TH,2016-04-01 16:36:38.237,MLIPE,A
ASHEVILLE,16CAP,00000,0036Y,WIRE HEAT PUMP AND AIR HANDLER. REC ELECTRICAL PERMIT TO REPLACE OIL FURNACE WITH NEW SPLIT SYSTEM HEAT PUMP.,2016-04-01 16:47:37.877,ATESNER,A
ASHEVILLE,16CAP,00000,0036Z,Permit 16-02489 requires a Flood Plain Development Permit,2016-04-01 16:49:31.800,ADMIN,A
ASHEVILLE,16CAP,00000,00370,JOURNEYMAN TEST ON APRIL 19TH,2016-04-01 16:59:43.617,MLIPE,A
ASHEVILLE,16CAP,00000,00371,MR B'S HOTDOG AND CATERING,2016-04-01 17:05:26.660,GMISER,A
ASHEVILLE,16CAP,00000,00372,MR B'S HOTDOG AND CATERING,2016-04-01 17:07:10.247,GMISER,A
ASHEVILLE,16CAP,00000,00373,PUSHCART FOR SUNSHINE SAMMIES - RENEWAL/ SITE #16,2016-04-02 08:25:35.813,GMISER,A
ASHEVILLE,16CAP,00000,00374,Take out tub and install a shower.,2016-04-04 08:06:08.483,PUBLICUSER2716,A
ASHEVILLE,16CAP,00000,00375,ADD 17 FLOURESCENT LIGHTS RETROFITTED,2016-04-04 08:48:39.650,MLIPE,A
ASHEVILLE,16CAP,00000,00376,BUILDING  - 109. REMOVE EXISTING SHINGLES AND INSTALL NEW 30 YEAR ARCHITECTURAL SHINGLE,2016-04-04 08:52:39.500,GMISER,A
ASHEVILLE,16CAP,00000,00377,BUILDING E -   REMOVE EXITING SHINGLE AND INSTALL 30YR ARCHITECTURAL SHINGLES,2016-04-04 09:18:09.793,GMISER,A
ASHEVILLE,16CAP,00000,00378,Waiver - ADDITION OF FULL BATHROOM IN BASMENT AND RELOCATE LAUNDRY ROOM TO BASEMENT FOR ANDREW SWERLICK,2016-04-04 09:28:09.483,SSALYER,A
ASHEVILLE,16CAP,00000,00379,BUILDING B - REMOVE EXISTING SHINGLE AND INSTALL 30 YEAR OWENS CORNINGS ARCHITECTURAL SHINGLES,2016-04-04 09:30:20.613,GMISER,A
ASHEVILLE,16CAP,00000,0037A,Waiver - ADDITION OF FULL BATHROOM IN BASMENT AND RELOCATE LAUNDRY ROOM TO BASEMENT FOR ANDREW SWERLICK,2016-04-04 09:30:46.077,SSALYER,A
ASHEVILLE,16CAP,00000,0037B,Waiver - ADDITION OF FULL BATHROOM IN BASMENT AND RELOCATE LAUNDRY ROOM TO BASEMENT FOR ANDREW SWERLICK,2016-04-04 09:30:47.953,SSALYER,A
ASHEVILLE,16CAP,00000,0037C,JOURNEYMAN RETEST ON APRIL 19TH,2016-04-04 09:35:02.147,MLIPE,A
ASHEVILLE,16CAP,00000,0037D,BUILDING C - REMOVE EXISTING SHINGLES AND INSTALL NEW 30 YEAR ARCHITECTURAL SHINGLE,2016-04-04 09:42:28.403,GMISER,A
ASHEVILLE,16CAP,00000,0037E,EAGLE CREEK GROUP LLC. APPLIED FOR RECO FOR 2 LOTS.,2016-04-04 09:56:35.207,ATESNER,A
ASHEVILLE,16CAP,00000,0037F,BUILDING  121 - REMOVING EXSITING SHINGLE AND INSTALLING 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 09:57:27.837,GMISER,A
ASHEVILLE,16CAP,00000,0037G,BUILDING 123 - REMOVING EXISTING SHINGLES AND INSTALLING NEW 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 10:09:39.047,GMISER,A
ASHEVILLE,16CAP,00000,0037H,REPLACE 7.5 TON AC UNIT IN STORE FOR MORRI LUGGAGE SPACE B-09,2016-04-04 10:17:08.727,MLIPE,A
ASHEVILLE,16CAP,00000,0037I,BUILDING 127- REMOVING EXISTING SHINGLE AND INTALLING NEW 30 YEAR ARCHTIECTURAL SHINGLES,2016-04-04 10:18:36.677,GMISER,A
ASHEVILLE,16CAP,00000,0037J,BUILDING D - REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 10:27:08.560,GMISER,A
ASHEVILLE,16CAP,00000,0037K,"Waiver - REMOVE NON LOAD BEARING WALL IN LIVING ROOM.  LEVEL FLOOR AND INSTALL NEW HARDWOODS.  ADD SHOWER IN UPSTAIRS BATHROOM AND INSTALL NEW WONDOWS IN 4 AREAS, REC AMENDMENT, ADDING GRADING FOR NEW DRIVEWAY APRON AND PAVER PATIO",2016-04-04 10:30:01.877,ACARROLL,A
ASHEVILLE,16CAP,00000,0037L,BUILDING 101  - REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 10:39:12.097,GMISER,A
ASHEVILLE,16CAP,00000,0037M,ABC SUBMITTAL FOR LA PREFERIDA CARNICERIA; NO WORK TO BE DONE;CO UNDER 15-16258,2016-04-04 10:39:28.960,SSALYER,A
ASHEVILLE,16CAP,00000,0037N,Replace existing gas furnace and AC with new gas furnace and heat pump,2016-04-04 10:48:16.930,PUBLICUSER413,A
ASHEVILLE,16CAP,00000,0037O,"DARE TO FLY TRAPEZE- FLYING TRAPEZE AND CIRCUS FITNESS CLASSES TO THE GENERAL PUBLIC, 4/18/16-9/17/16, DAYLIGHT HOURS, FLYING TRAPZE RIG (55 FT WIDE, 120 FEET LONG, 30 FEET TALL), PORTAJOHN WITH HAND SANITIZING STATION, 3FTX5FT SIGN, 10X10 TENT, REF. 16-01767 FOR FEES PAID",2016-04-04 10:50:09.750,ACARROLL,A
ASHEVILLE,16CAP,00000,0037P,BUILDING 102 - REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 10:52:16.807,GMISER,A
ASHEVILLE,16CAP,00000,0037Q,SERVICE UPGRADE 100AMP TO 200AMP NO  NEW CIRCUITS,2016-04-04 10:55:29.157,MLIPE,A
ASHEVILLE,16CAP,00000,0037R,BUILDING 103 - REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 11:01:41.430,GMISER,A
ASHEVILLE,16CAP,00000,0037S,INSTALL 4 TON HEAT PUMP AND GAS FURNACE . RECONNECT TO EXISTING DUCT/GAS,2016-04-04 11:10:00.550,PUBLICUSER89,A
ASHEVILLE,16CAP,00000,0037T,BUILDING 106 - REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 11:10:28.020,GMISER,A
ASHEVILLE,16CAP,00000,0037U,Failure to apply for a CA for remodeling,2016-04-04 11:21:56.023,HGILLIS,A
ASHEVILLE,16CAP,00000,0037V,BUILDING 107  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 11:25:09.933,GMISER,A
ASHEVILLE,16CAP,00000,0037W,BUILDING G -  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 11:33:27.440,GMISER,A
ASHEVILLE,16CAP,00000,0037X,"Waiver - REMODEL BASEMENT TO UPDATE ELECTRIC AND PLUMBING.  FRAMING, INSTALL 8 WINDOWS, INSTALL BATHROOM AND UPFIT SPACE TO CREAT FLEX SPACE WITH KITCHENETTE FOR PERSONAL USE",2016-04-04 11:45:26.600,GMISER,A
ASHEVILLE,16CAP,00000,0037Y,"Waiver - REMODEL BASEMENT TO UPDATE ELECTRIC AND PLUMBING.  FRAMING, INSTALL 8 WINDOWS, INSTALL BATHROOM AND UPFIT SPACE TO CREAT FLEX SPACE WITH KITCHENETTE FOR PERSONAL USE",2016-04-04 11:49:38.047,GMISER,A
ASHEVILLE,16CAP,00000,0037Z,"Waiver - REMODEL BASEMENT TO UPDATE ELECTRIC AND PLUMBING.  FRAMING, INSTALL 8 WINDOWS, INSTALL BATHROOM AND UPFIT SPACE TO CREAT FLEX SPACE WITH KITCHENETTE FOR PERSONAL USE",2016-04-04 11:49:40.160,GMISER,A
ASHEVILLE,16CAP,00000,00380,"Waiver - REMODEL BASEMENT TO UPDATE ELECTRIC AND PLUMBING.  FRAMING, INSTALL 8 WINDOWS, INSTALL BATHROOM AND UPFIT SPACE TO CREAT FLEX SPACE WITH KITCHENETTE FOR PERSONAL USE",2016-04-04 11:49:42.427,GMISER,A
ASHEVILLE,16CAP,00000,00381,"INSTALL PARTITION WALLS AND A ""BARN DOORS"" IN IMAGING AREA. CHANGE JANITOR CLOSET IN PATIENT EXAM AREA. MOVE ELECTRIC, MECHANICAL AND CLOSE OFF EXISTING PLUMBING. NO NEW PLUBING, CAPPING SINK",2016-04-04 12:05:30.953,GMISER,A
ASHEVILLE,16CAP,00000,00382,REPLACE ALL THROUGH THE WALL UNITS WITH MINI SPLIT HEAT PUMPS AND WIRE IN 92 UNITS FOR PATELS.,2016-04-04 12:56:29.887,KAKBAR,A
ASHEVILLE,16CAP,00000,00383,"install one 16 SEER Bryant Evolution air conditioner, and matching upflow evaporative coil",2016-04-04 13:02:52.547,PUBLICUSER282,A
ASHEVILLE,16CAP,00000,00384,Like for like replacement of heat pump,2016-04-04 13:10:36.683,PUBLICUSER126,A
ASHEVILLE,16CAP,00000,00385,Excessive pruning of required buffer,2016-04-04 13:23:35.483,HGILLIS,A
ASHEVILLE,16CAP,00000,00386,"INSTALL PARTITION WALLS, FLOORING, PAINTING TRACT LIGHTING, SHOWCASES AND WORKTABLES AND OCCUPANCY, OPEN FLAME FOR PROFESSIONAL JEWELERS UNIT 111",2016-04-04 13:28:03.953,SSALYER,A
ASHEVILLE,16CAP,00000,00387,"INSTALL PARTITION WALLS, FLOORING, PAINTING TRACT LIGHTING, SHOWCASES AND WORKTABLES AND OCCUPANCY, OPEN FLAME FOR PROFESSIONAL JEWELERS UNIT 111",2016-04-04 13:36:05.440,SSALYER,A
ASHEVILLE,16CAP,00000,00388,"INSTALL PARTITION WALLS, FLOORING, PAINTING TRACT LIGHTING, SHOWCASES AND WORKTABLES AND OCCUPANCY FOR PROFESSIONAL JEWELERS UNIT 111",2016-04-04 13:36:08.040,SSALYER,A
ASHEVILLE,16CAP,00000,00389,"INSTALL PARTITION WALLS, FLOORING, PAINTING TRACT LIGHTING, SHOWCASES AND WORKTABLES AND OCCUPANCY FOR PROFESSIONAL JEWELERS UNIT 111",2016-04-04 13:36:12.513,SSALYER,A
ASHEVILLE,16CAP,00000,0038A,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.
REC AMENDMENT FOR ADDING SPRINKLER PERMIT, RELOCATING 1 EXISTING SPRINKLER HEAD, ADDITON OF 6 EXISITNG QUICK RESPONSE SPRINKLER HEADS TO BE REPLACE WITH STANDARD RESPONSE HEADS, 2-155 DEGREE SPIRNKLER HEADSREPLACE BY 200 DEGREE DUE TO OVEN CLEARANCE;",2016-04-04 13:46:47.313,ACARROLL,A
ASHEVILLE,16CAP,00000,0038B,2 BEDROOM HOMESTAY APPLICATION,2016-04-04 13:47:56.547,GMISER,A
ASHEVILLE,16CAP,00000,0038C,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.",2016-04-04 14:13:33.150,ACARROLL,A
ASHEVILLE,16CAP,00000,0038D,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.",2016-04-04 14:13:35.743,ACARROLL,A
ASHEVILLE,16CAP,00000,0038E,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.",2016-04-04 14:13:38.067,ACARROLL,A
ASHEVILLE,16CAP,00000,0038F,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.",2016-04-04 14:13:40.447,ACARROLL,A
ASHEVILLE,16CAP,00000,0038G,Short Term Rental prohibited  / unpermitted Homestay,2016-04-04 14:26:49.953,SMORGAN,A
ASHEVILLE,16CAP,00000,0038H,INSTALLING A NEW ELECTRICAL METER BASE TO SPLIT ELECTRICAL BETWEEN TWO EXISTING SUITES FOR PATTON AVENUE LLC.,2016-04-04 14:27:58.557,KAKBAR,A
ASHEVILLE,16CAP,00000,0038I,REPLACE 200 TON TRANE CHILLER,2016-04-04 14:29:57.847,MLIPE,A
ASHEVILLE,16CAP,00000,0038J,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.",2016-04-04 14:49:05.503,ACARROLL,A
ASHEVILLE,16CAP,00000,0038K,"FLOORS POLISHED, REMOVE NON-STRUCTURAL OFFICE WALL.  CAP PLUMBING, MOVE BATHROOM DOOR.  OCCUPANCY FOR FRENCH BROAD REAL ESTATE COMPANY.
REC AMENDMENT FOR ADDING ELECTRICAL WORK TO ADD 2 GFI'S 1 IN BATHROOM 1 IN MECHANICAL ROOM, 1 OUTLET AND REMOVE CONDUIT ON CONFERENCE ROOM WALL;",2016-04-04 14:55:15.707,SSALYER,A
ASHEVILLE,16CAP,00000,0038L,BUILDING H -  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 15:03:54.470,GMISER,A
ASHEVILLE,16CAP,00000,0038M,Short term rental prohibited  / Unpermitted homestay,2016-04-04 15:14:10.737,SMORGAN,A
ASHEVILLE,16CAP,00000,0038N,BUILDING 105 -  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 15:14:33.127,GMISER,A
ASHEVILLE,16CAP,00000,0038O,"*INSTALL BREAD OVEN, HOOD (STEAM) AND VENT ELECTRICAL, MECHANICAL, AND PLUMBING, PAINT AND COUNTERTOP CONSTRUCTION, ABC SUBMITTAL, OUTDOOR DINING IN EXISTING CASTENEA COURTYARD, OCCUPANCY FOR KAREN DONATELLI BAKERY AND CAFE (HAYWOOD STREET AND LOWER LEVEL), REF. 11-07185 FOR EXPIRED PERMIT*, REC OUTDOOR DINING/ENCROACHMENT SUBMITTAL FOR 2 TABLES AND 4 CHAIRS ON HAYWOOD STREET SIDEWALK.",2016-04-04 15:17:26.927,ACARROLL,A
ASHEVILLE,16CAP,00000,0038P,BUILDING 111-  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 15:27:12.887,GMISER,A
ASHEVILLE,16CAP,00000,0038Q,BUILDING 116 -  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 15:35:32.930,GMISER,A
ASHEVILLE,16CAP,00000,0038R,"*FINISHING BASEMENT FOR NEW ACCESSORY APARTMENT- ADDING INSULATION, PARTITION WALLS, DRYWALL, ADDING FULL BATHROOM AND KITCHEN (WITH STOVE) FOR JASON KRATZER*",2016-04-04 15:36:22.007,ACARROLL,A
ASHEVILLE,16CAP,00000,0038S,"*FINISHING BASEMENT FOR NEW ACCESSORY APARTMENT- ADDING INSULATION, PARTITION WALLS, DRYWALL, ADDING FULL BATHROOM AND KITCHEN (WITH STOVE) FOR JASON KRATZER*",2016-04-04 15:41:26.740,ACARROLL,A
ASHEVILLE,16CAP,00000,0038T,"*FINISHING BASEMENT FOR NEW ACCESSORY APARTMENT- ADDING INSULATION, PARTITION WALLS, DRYWALL, ADDING FULL BATHROOM AND KITCHEN (WITH STOVE) FOR JASON KRATZER*",2016-04-04 15:41:28.577,ACARROLL,A
ASHEVILLE,16CAP,00000,0038U,"*FINISHING BASEMENT FOR NEW ACCESSORY APARTMENT- ADDING INSULATION, PARTITION WALLS, DRYWALL, ADDING FULL BATHROOM AND KITCHEN (WITH STOVE) FOR JASON KRATZER*",2016-04-04 15:41:30.490,ACARROLL,A
ASHEVILLE,16CAP,00000,0038V,"RESIDENTIAL INTERIOR DEMO AND REMODEL OF LIVINGROOM, ENTRY HALL FRONT BEDROOM AND DINING ROOM, CREATE NEW BATHROOM, ADDING NEW HVAC SYSTEM FOR SUSAN ROACH;REMOVE EXISTING DECK, WILL NOT BE REPLACING BACK; REC AMENDMENT TO ADD ELECTRICAL WORK: TURN EXISTING MAIN PANEL INTO A SUB PANEL, INSTALL NEW SERVICE ON OTHER SIDE OF HOME NEEDING ALL NEW CIRCUITS FOR SUSAN ROACH",2016-04-04 15:44:39.093,SSALYER,A
ASHEVILLE,16CAP,00000,0038W,BUILDING 118 -  REMOVE EXISTNG SHINGLE AND REPLACING WITH 30 YEAR ARCHITECTURAL SHINGLES,2016-04-04 15:46:13.743,GMISER,A
ASHEVILLE,16CAP,00000,0038X,"RESIDENTIAL INTERIOR DEMO AND REMODEL OF LIVINGROOM, ENTRY HALL FRONT BEDROOM AND DINING ROOM, CREATE NEW BATHROOM, ADDING NEW HVAC SYSTEM FOR SUSAN ROACH;REMOVE EXISTING DECK, WILL NOT BE REPLACING BACK",2016-04-04 15:47:06.603,SSALYER,A
ASHEVILLE,16CAP,00000,0038Y,"RESIDENTIAL INTERIOR DEMO AND REMODEL OF LIVINGROOM, ENTRY HALL FRONT BEDROOM AND DINING ROOM, CREATE NEW BATHROOM, ADDING NEW HVAC SYSTEM FOR SUSAN ROACH;REMOVE EXISTING DECK, WILL NOT BE REPLACING BACK",2016-04-04 15:47:09.353,SSALYER,A
